leader_id|attached_id|
000000115|000000104|
000004041|000004044|
000001580|000000841|
000000840|000000849|
000002804|000000326|
000000121|000000147|
000003939|000003948|
000002677|000000104|
000000121|000004185|
000004167|000002712|
000003707|000003861|
000004183|000001177|
000001447|000000882|
000003938|000003976|
000002605|000002613|
000004183|000002103|
000002701|000002718|
000001579|000003826|
000003815|000003822|
000003815|000003827|
000000286|000000318|
000002775|000000326|
000003712|000002571|
000001174|000001606|
000002707|000000061|
000002478|000000848|
000002707|000000147|
000003840|000003843|
000003941|000003950|
000004218|000002374|
000000716|000002374|
000002478|000000849|
000003840|000003842|
