datasheet_id|line|description|cost|
000000663|7|WARGEAR OPTIONS||
000000663|8|per Twin haywire blaster|5|
000000664|1|YOUR UNIT COSTS||
000000664|2|1 model|55|
000000664|3|2 models|100|
000000665|1|YOUR UNIT COSTS||
000000665|2|1 model| 110|
000000665|3|WARGEAR OPTIONS||
000000665|4|per Dark lance|5|
000000666|1|YOUR UNIT COSTS||
000000666|2|1 model|115|
000000667|1|YOUR UNIT COSTS||
000000667|2|1 model|230|
000000680|1|YOUR 1ST TO 2ND UNITS COST||
000000680|2|1 model| 195|
000000680|3|YOUR 3RD + UNIT COSTS||
000000680|4|1 model| 210|
000000680|5|WARGEAR OPTIONS||
000000680|6|per Demolisher battle cannon|15|
000000680|7|per Multi-melta|5|
000000680|8|per Lascannon|5|
000000680|9|per Plasma cannon|5|
000000686|1|YOUR UNIT COSTS||
000000686|2|3 models|65|
000000690|1|YOUR UNIT COSTS||
000000690|2|1 model|55|
000000690|3|2 models|100|
000000691|1|YOUR UNIT COSTS||
000000691|2|1 model|65|
000000691|3|2 models|120|
000000692|1|YOUR 1ST TO 3RD UNITS COST||
000000692|2|1 model| 75|
000000692|3|YOUR 4TH + UNIT COSTS||
000000692|4|1 model|85|
000000693|1|YOUR 1ST TO 3RD UNITS COST||
000000693|2|1 model| 65|
000000693|3|YOUR 4TH + UNIT COSTS||
000000693|4|1 model|75|
000000694|1|YOUR 1ST TO 2ND UNITS COST||
000000694|2|1 model|125|
000000694|3|YOUR 3RD + UNIT COSTS||
000000694|4|1 model|135|
000000695|1|YOUR 1ST UNIT COSTS||
000000695|2|1 model|115|
000000695|3|YOUR 2ND + UNIT COSTS||
000000695|4|1 model|135|
000000696|1|YOUR UNIT COSTS||
000000696|2|1 model|90|
000000697|1|YOUR 1ST UNIT COSTS||
000000697|2|1 model|95|
000000697|3|YOUR 2ND + UNIT COSTS||
000000697|4|1 model|115|
000000698|1|YOUR 1ST UNIT COSTS||
000000698|2|1 model|150|
000000698|3|YOUR 2ND + UNIT COSTS||
000000698|4|1 model|170|
000000699|1|YOUR 1ST UNIT COSTS||
000000699|2|1 model|125|
000000699|3|YOUR 2ND + UNIT COSTS||
000000699|4|1 model|135|
000000700|1|YOUR 1ST TO 2ND UNITS COST||
000000700|2|1 model| 160|
000000700|3|YOUR 3RD + UNIT COSTS||
000000700|4|1 model| 175|
000000700|5|WARGEAR OPTIONS||
000000700|6|per Multi-melta|5|
000000700|7|per Lascannon|5|
000000700|8|per Plasma cannon|5|
000000701|1|YOUR 1ST TO 2ND UNITS COST||
000000701|2|1 model| 160|
000000701|3|YOUR 3RD + UNIT COSTS||
000000701|4|1 model| 175|
000000701|5|WARGEAR OPTIONS||
000000701|6|per Multi-melta|5|
000000701|7|per Lascannon|5|
000000701|8|per Plasma cannon|5|
000000702|1|YOUR 1ST UNIT COSTS||
000000702|2|1 model| 415|
000000702|3|YOUR 2ND + UNIT COSTS||
000000702|4|1 model| 450|
000000703|1|YOUR 1ST UNIT COSTS||
000000703|2|1 model| 385|
000000703|3|YOUR 2ND + UNIT COSTS||
000000703|4|1 model| 420|
000000704|1|YOUR 1ST UNIT COSTS||
000000704|2|1 model| 415|
000000704|3|YOUR 2ND + UNIT COSTS||
000000704|4|1 model| 450|
000000705|1|YOUR 1ST UNIT COSTS||
000000705|2|1 model| 380|
000000705|3|YOUR 2ND + UNIT COSTS||
000000705|4|1 model| 410|
000000706|1|YOUR 1ST UNIT COSTS||
000000706|2|1 model| 385|
000000706|3|YOUR 2ND + UNIT COSTS||
000000706|4|1 model| 415|
000000707|1|YOUR 1ST UNIT COSTS||
000000707|2|1 model| 375|
000000707|3|YOUR 2ND + UNIT COSTS||
000000707|4|1 model| 405|
000000708|1|YOUR 1ST UNIT COSTS||
000000708|2|1 model| 395|
000000708|3|YOUR 2ND + UNIT COSTS||
000000708|4|1 model| 430|
000000709|1|YOUR 1ST UNIT COSTS||
000000709|2|1 model| 430|
000000709|3|YOUR 2ND + UNIT COSTS||
000000709|4|1 model| 465|
000000713|1|YOUR UNIT COSTS||
000000713|2|1 model|55|
000000714|1|YOUR UNIT COSTS||
000000714|2|1 model|40|
000000716|1|YOUR UNIT COSTS||
000000716|2|1 model|30|
000000719|1|YOUR 1ST TO 2ND UNITS COST||
000000719|2|5 models|85|
000000719|3|YOUR 3RD + UNIT COSTS||
000000719|4|5 models|95|
000000721|1|YOUR 1ST TO 3RD UNITS COST||
000000721|2|1 model| 75|
000000721|3|YOUR 4TH + UNIT COSTS||
000000721|4|1 model|85|
000000722|1|YOUR UNIT COSTS||
000000722|2|3 models|60|
000000722|3|6 models|120|
000000723|1|YOUR 1ST UNIT COSTS||
000000723|2|3 models|90|
000000723|3|6 models|200|
000000723|4|YOUR 2ND + UNIT COSTS||
000000723|5|3 models|105|
000000723|6|6 models|215|
000000724|1|YOUR UNIT COSTS||
000000724|2|5 models|60|
000000724|3|10 models|100|
000000725|1|YOUR UNIT COSTS||
000000725|2|1 model|60|
000000727|1|YOUR 1ST TO 2ND UNITS COST||
000000727|2|1 model|170|
000000727|3|YOUR 3RD + UNIT COSTS||
000000727|4|1 model|180|
000000728|1|YOUR UNIT COSTS||
000000728|2|1 model|80|
000000729|1|YOUR UNIT COSTS||
000000729|2|1 model|80|
000000730|1|YOUR UNIT COSTS||
000000730|2|1 model|110|
000000731|1|YOUR UNIT COSTS||
000000731|2|1 model|40|
000000733|1|YOUR UNIT COSTS||
000000733|2|1 model|80|
000000735|1|YOUR UNIT COSTS||
000000735|2|1 model|95|
000000736|1|YOUR UNIT COSTS||
000000736|2|1 model|50|
000000737|1|YOUR UNIT COSTS||
000000737|2|1 model|50|
000000739|1|YOUR UNIT COSTS||
000000739|2|1 model|105|
000000740|1|YOUR UNIT COSTS||
000000740|2|1 model|160|
000000741|1|YOUR 1ST TO 2ND UNITS COST||
000000741|2|1 model|40|
000000741|3|YOUR 3RD + UNIT COSTS||
000000741|4|1 model|45|
000000743|1|YOUR UNIT COSTS||
000000743|2|1 model|120|
000000744|1|YOUR UNIT COSTS||
000000744|2|1 model|115|
000000745|1|YOUR UNIT COSTS||
000000745|2|1 model|50|
000000746|1|YOUR UNIT COSTS||
000000746|2|1 model|50|
000000747|1|YOUR UNIT COSTS||
000000747|2|1 model|95|
000000751|1|YOUR UNIT COSTS||
000000751|2|1 model|270|
000000752|1|YOUR UNIT COSTS||
000000752|2|1 model|310|
000000753|1|YOUR UNIT COSTS||
000000753|2|1 model|250|
000000754|1|YOUR UNIT COSTS||
000000754|2|1 model|235|
000000755|1|YOUR UNIT COSTS||
000000755|2|1 model|95|
000000756|1|YOUR UNIT COSTS||
000000756|2|1 model|125|
000000757|1|YOUR UNIT COSTS||
000000757|2|1 model|35|
000000757|3|2 models|70|
000000757|4|3 models|105|
000000758|1|YOUR UNIT COSTS||
000000758|2|1 model|45|
000000758|3|2 models|90|
000000759|1|YOUR UNIT COSTS||
000000759|2|1 model|55|
000000760|1|YOUR UNIT COSTS||
000000760|2|1 model|180|
000000762|1|YOUR UNIT COSTS||
000000762|2|1 model|40|
000000762|3|2 models|80|
000000762|4|3 models|120|
000000763|1|YOUR UNIT COSTS||
000000763|2|1 model|415|
000000764|1|YOUR UNIT COSTS||
000000764|2|1 model|480|
000000766|1|YOUR UNIT COSTS||
000000766|2|1 model|180|
000000767|1|YOUR UNIT COSTS||
000000767|2|1 model|325|
000000768|1|YOUR UNIT COSTS||
000000768|2|1 model|275|
000000769|1|YOUR UNIT COSTS||
000000769|2|1 model|310|
000000770|1|YOUR UNIT COSTS||
000000770|2|1 model|310|
000000771|1|YOUR UNIT COSTS||
000000771|2|1 model|285|
000000772|1|YOUR UNIT COSTS||
000000772|2|1 model|310|
000000773|1|YOUR UNIT COSTS||
000000773|2|1 model|345|
000000774|1|YOUR UNIT COSTS||
000000774|2|1 model|375|
000000775|1|YOUR UNIT COSTS||
000000775|2|1 model|225|
000000776|1|YOUR UNIT COSTS||
000000776|2|1 model|275|
000000777|1|YOUR UNIT COSTS||
000000777|2|1 model|285|
000000778|1|YOUR UNIT COSTS||
000000778|2|1 model|120|
000000779|1|YOUR UNIT COSTS||
000000779|2|1 model|95|
000000780|1|YOUR UNIT COSTS||
000000780|2|1 model|130|
000000781|1|YOUR UNIT COSTS||
000000781|2|1 model|130|
000000783|1|YOUR UNIT COSTS||
000000783|2|1 model|255|
000000784|1|YOUR UNIT COSTS||
000000784|2|1 model|225|
000000838|1|YOUR UNIT COSTS||
000000838|2|1 model|220|
000000839|1|YOUR UNIT COSTS||
000000839|2|1 model| 60|
000000840|1|YOUR UNIT COSTS||
000000840|2|1 model|55|
000000841|1|YOUR UNIT COSTS||
000000841|2|3 models|150|
000000841|3|6 models| 310|
000000842|1|YOUR UNIT COSTS||
000000842|2|3 models|100|
000000842|3|6 models| 200|
000000843|1|YOUR UNIT COSTS||
000000843|2|5 models|70|
000000843|3|10 models|140|
000000844|1|YOUR UNIT COSTS||
000000844|2|5 models|65|
000000844|3|10 models|130|
000000845|1|YOUR 1ST UNIT COSTS||
000000845|2|2 models| 150|
000000845|3|4 models| 300|
000000845|4|YOUR 2ND + UNIT COSTS||
000000845|5|2 models|180|
000000845|6|4 models| 330|
000000846|1|YOUR UNIT COSTS||
000000846|2|1 model|25|
000000848|1|YOUR UNIT COSTS||
000000848|2|10 models|85|
000000849|1|YOUR UNIT COSTS||
000000849|2|10 models| 85|
000000850|1|YOUR 1ST TO 2ND UNITS COST||
000000850|2|5 models|75|
000000850|3|10 models|155|
000000850|4|YOUR 3RD + UNIT COSTS||
000000850|5|5 models|85|
000000850|6|10 models|165|
000000851|1|YOUR 1ST TO 2ND UNITS COST||
000000851|2|5 models|75|
000000851|3|10 models|160|
000000851|4|YOUR 3RD + UNIT COSTS||
000000851|5|5 models|85|
000000851|6|10 models|170|
000000852|1|YOUR 1ST TO 2ND UNITS COST||
000000852|2|1 model|80|
000000852|3|2 models|160|
000000852|4|3 models| 250|
000000852|5|YOUR 3RD + UNIT COSTS||
000000852|6|1 model|95|
000000852|7|2 models|175|
000000852|8|3 models| 265|
000000852|9|WARGEAR OPTIONS||
000000852|10|per Twin cognis lascannon|10|
000000853|1|YOUR UNIT COSTS||
000000853|2|1 model|60|
000000853|3|2 models|120|
000000853|4|3 models|170|
000000854|1|YOUR UNIT COSTS||
000000854|2|1 model|155|
000000855|1|YOUR 1ST TO 2ND UNITS COST||
000000855|2|1 model|375|
000000855|3|YOUR 3RD + UNIT COSTS||
000000855|4|1 model|390|
000000856|1|YOUR 1ST TO 2ND UNITS COST||
000000856|2|1 model|355|
000000856|3|YOUR 3RD + UNIT COSTS||
000000856|4|1 model|370|
000000857|1|YOUR 1ST TO 2ND UNITS COST||
000000857|2|1 model|375|
000000857|3|YOUR 3RD + UNIT COSTS||
000000857|4|1 model|390|
000000858|1|YOUR 1ST TO 2ND UNITS COST||
000000858|2|1 model|355|
000000858|3|YOUR 3RD + UNIT COSTS||
000000858|4|1 model|370|
000000859|1|YOUR 1ST UNIT COSTS||
000000859|2|1 model|395|
000000859|3|YOUR 2ND + UNIT COSTS||
000000859|4|1 model|415|
000000859|5|WARGEAR OPTIONS||
000000859|6|per Rapid-fire battle cannon|15|
000000860|1|YOUR 1ST UNIT COSTS||
000000860|2|1 model|725|
000000860|3|YOUR 2ND + UNIT COSTS||
000000860|4|1 model|800|
000000861|1|YOUR 1ST UNIT COSTS||
000000861|2|1 model|380|
000000861|3|YOUR 2ND + UNIT COSTS||
000000861|4|1 model|395|
000000862|1|YOUR 1ST UNIT COSTS||
000000862|2|1 model|405|
000000862|3|YOUR 2ND + UNIT COSTS||
000000862|4|1 model|425|
000000863|1|YOUR 1ST UNIT COSTS||
000000863|2|1 model|380|
000000863|3|YOUR 2ND + UNIT COSTS||
000000863|4|1 model|395|
000000864|1|YOUR 1ST UNIT COSTS||
000000864|2|1 model|415|
000000864|3|YOUR 2ND + UNIT COSTS||
000000864|4|1 model|435|
000000865|1|YOUR 1ST UNIT COSTS||
000000865|2|1 model|385|
000000865|3|YOUR 2ND + UNIT COSTS||
000000865|4|1 model|400|
000000866|1|YOUR 1ST UNIT COSTS||
000000866|2|1 model|375|
000000866|3|YOUR 2ND + UNIT COSTS||
000000866|4|1 model|390|
000000867|1|YOUR UNIT COSTS||
000000867|2|1 model|1100|
000000868|1|YOUR UNIT COSTS||
000000868|2|1 model|2200|
000000869|1|YOUR UNIT COSTS||
000000869|2|1 model|3500|
000000870|1|<div class="dsHeaderAoI">AGENTS OF THE IMPERIUM Detachment</div>||
000000870|2|YOUR UNIT COSTS||
000000870|3|1 model|110|
000000870|4|<div class="dsHeaderAoI">Assigned Agent</div>||
000000870|5|YOUR UNIT COSTS||
000000870|6|1 model|125|
000000871|1|YOUR UNIT COSTS||
000000871|2|1 model|100|
000000872|1|<div class="dsHeaderAoI">AGENTS OF THE IMPERIUM Detachment</div>||
000000872|2|YOUR UNIT COSTS||
000000872|3|1 model| 100|
000000872|4|<div class="dsHeaderAoI">Assigned Agent</div>||
000000872|5|YOUR UNIT COSTS||
000000872|6|1 model| 110|
000000873|1|YOUR UNIT COSTS||
000000873|2|1 model|85|
000000874|1|YOUR UNIT COSTS||
000000874|2|1 model|65|
000000875|1|YOUR UNIT COSTS||
000000875|2|1 model|140|
000000876|1|<div class="dsHeaderAoI">AGENTS OF THE IMPERIUM Detachment</div>||
000000876|2|YOUR UNIT COSTS||
000000876|3|1 model|75|
000000876|4|<div class="dsHeaderAoI">Assigned Agent</div>||
000000876|5|YOUR UNIT COSTS||
000000876|6|1 model|95|
000000877|1|<div class="dsHeaderAoI">AGENTS OF THE IMPERIUM Detachment</div>||
000000877|2|YOUR UNIT COSTS||
000000877|3|1 model|55|
000000877|4|<div class="dsHeaderAoI">Assigned Agent</div>||
000000877|5|YOUR UNIT COSTS||
000000877|6|1 model|65|
000000882|1|YOUR 1ST TO 3RD UNITS COST||
000000882|2|4 models|170|
000000882|3|5 models|215|
000000882|4|YOUR 4TH + UNIT COSTS||
000000882|5|4 models|180|
000000882|6|5 models|225|
000000883|1|YOUR 1ST TO 2ND UNITS COST||
000000883|2|1 model|170|
000000883|3|YOUR 3RD + UNIT COSTS||
000000883|4|1 model|185|
000000884|1|YOUR 1ST UNIT COSTS||
000000884|2|1 model|220|
000000884|3|YOUR 2ND + UNIT COSTS||
000000884|4|1 model|240|
000000889|1|YOUR UNIT COSTS||
000000889|2|1 model|60|
000000894|1|YOUR UNIT COSTS||
000000894|2|2 models|40|
000000894|3|4 models|80|
000000895|1|YOUR UNIT COSTS||
000000895|2|2 models|55|
000000895|3|4 models|110|
000000896|1|YOUR UNIT COSTS||
000000896|2|3 models|50|
000000896|3|10 models|140|
000000897|1|YOUR UNIT COSTS||
000000897|2|1 model|70|
000000897|3|2 models|140|
000000898|1|YOUR UNIT COSTS||
000000898|2|3 models|150|
000000899|1|YOUR UNIT COSTS||
000000899|2|1 model|60|
000000900|1|YOUR UNIT COSTS||
000000900|2|1 model| 55|
000000901|1|YOUR 1ST UNIT COSTS||
000000901|2|1 model| 65|
000000901|3|YOUR 2ND + UNIT COSTS||
000000901|4|1 model| 75|
000000902|1|YOUR UNIT COSTS||
000000902|2|1 model|40|
000000903|1|YOUR UNIT COSTS||
000000903|2|10 models|100|
000000904|1|YOUR 1ST TO 2ND UNITS COST||
000000904|2|5 models| 75|
000000904|3|10 models| 150|
000000904|4|YOUR 3RD + UNIT COSTS||
000000904|5|5 models| 85|
000000904|6|10 models| 160|
000000907|1|YOUR UNIT COSTS||
000000907|2|5 models| 70|
000000907|3|10 models| 140|
000000908|1|YOUR 1ST TO 2ND UNITS COST||
000000908|2|5 models|105|
000000908|3|YOUR 3RD + UNIT COSTS||
000000908|4|5 models|115|
000000908|5|WARGEAR OPTIONS||
000000908|6|per Multi-melta|5|
000000909|1|YOUR 1ST TO 2ND UNITS COST||
000000909|2|10 models| 90|
000000909|3|YOUR 3RD + UNIT COSTS||
000000909|4|10 models| 100|
000000909|5|WARGEAR OPTIONS||
000000909|6|per Meltagun|5|
000000910|1|YOUR 1ST TO 3RD UNITS COST||
000000910|2|1 model| 65|
000000910|3|YOUR 4TH + UNIT COSTS||
000000910|4|1 model|75|
000000911|1|YOUR 1ST TO 3RD UNITS COST||
000000911|2|1 model| 100|
000000911|3|YOUR 4TH + UNIT COSTS||
000000911|4|1 model| 115|
000000911|5|WARGEAR OPTIONS||
000000911|6|per Twin multi-melta|15|
000000912|1|YOUR 1ST UNIT COSTS||
000000912|2|1 model|180|
000000912|3|YOUR 2ND + UNIT COSTS||
000000912|4|1 model|220|
000000924|1|YOUR UNIT COSTS||
000000924|2|1 model| 295|
000000925|1|YOUR UNIT COSTS||
000000925|2|1 model| 130|
000000926|1|YOUR UNIT COSTS||
000000926|2|1 model|90|
000000928|1|YOUR UNIT COSTS||
000000928|2|2 models|100|
000000929|1|YOUR UNIT COSTS||
000000929|2|1 model|90|
000000930|1|YOUR UNIT COSTS||
000000930|2|1 model|85|
000000931|1|YOUR UNIT COSTS||
000000931|2|1 model|95|
000000932|1|YOUR UNIT COSTS||
000000932|2|1 model|115|
000000933|1|YOUR UNIT COSTS||
000000933|2|1 model|100|
000000934|1|YOUR UNIT COSTS||
000000934|2|1 model|90|
000000935|1|YOUR UNIT COSTS||
000000935|2|1 model|100|
000000936|1|YOUR UNIT COSTS||
000000936|2|3 models|65|
000000937|1|YOUR UNIT COSTS||
000000937|2|1 model|165|
000000938|1|YOUR UNIT COSTS||
000000938|2|1 model|60|
000000939|1|YOUR UNIT COSTS||
000000939|2|1 model|80|
000000940|1|YOUR UNIT COSTS||
000000940|2|1 model|75|
000000941|1|YOUR UNIT COSTS||
000000941|2|1 model|80|
000000942|1|YOUR UNIT COSTS||
000000942|2|1 model|80|
000000943|1|YOUR UNIT COSTS||
000000943|2|1 model|85|
000000944|1|YOUR UNIT COSTS||
000000944|2|1 model|60|
000000946|1|YOUR UNIT COSTS||
000000946|2|10 models|50|
000000946|3|20 models|90|
000000947|1|YOUR UNIT COSTS||
000000947|2|5 models| 175|
000000947|3|10 models| 350|
000000952|1|YOUR 1ST TO 2ND UNITS COST||
000000952|2|5 models| 135|
000000952|3|10 models| 270|
000000952|4|YOUR 3RD + UNIT COSTS||
000000952|5|5 models|145|
000000952|6|10 models|280|
000000953|1|YOUR 1ST TO 2ND UNITS COST||
000000953|2|5 models|120|
000000953|3|10 models|250|
000000953|4|YOUR 3RD + UNIT COSTS||
000000953|5|5 models|130|
000000953|6|10 models|260|
000000954|1|YOUR UNIT COSTS||
000000954|2|1 model|130|
000000956|1|YOUR 1ST TO 3RD UNITS COST||
000000956|2|1 model| 65|
000000956|3|YOUR 4TH + UNIT COSTS||
000000956|4|1 model|75|
000000957|1|YOUR UNIT COSTS||
000000957|2|3 models|70|
000000957|3|6 models|130|
000000958|1|YOUR 1ST TO 2ND UNITS COST||
000000958|2|5 models|110|
000000958|3|10 models|210|
000000958|4|YOUR 3RD + UNIT COSTS||
000000958|5|5 models|120|
000000958|6|10 models|220|
000000959|1|YOUR 1ST TO 2ND UNITS COST||
000000959|2|5 models|125|
000000959|3|10 models|280|
000000959|4|YOUR 3RD + UNIT COSTS||
000000959|5|5 models|135|
000000959|6|10 models|290|
000000960|1|YOUR UNIT COSTS||
000000960|2|2 models|60|
000000961|1|YOUR UNIT COSTS||
000000961|2|1 model|175|
000000962|1|YOUR 1ST TO 2ND UNITS COST||
000000962|2|1 model|220|
000000962|3|YOUR 3RD + UNIT COSTS||
000000962|4|1 model|240|
000000963|1|YOUR 1ST TO 2ND UNITS COST||
000000963|2|1 model| 150|
000000963|3|YOUR 3RD + UNIT COSTS||
000000963|4|1 model| 160|
000000964|1|YOUR 1ST TO 2ND UNITS COST||
000000964|2|1 model|185|
000000964|3|YOUR 3RD + UNIT COSTS||
000000964|4|1 model|195|
000000965|1|YOUR 1ST TO 2ND UNITS COST||
000000965|2|2 models|160|
000000965|3|YOUR 3RD + UNIT COSTS||
000000965|4|2 models|170|
000000966|1|YOUR 1ST TO 2ND UNITS COST||
000000966|2|5 models|125|
000000966|3|YOUR 3RD + UNIT COSTS||
000000966|4|5 models|135|
000000967|1|YOUR 1ST TO 2ND UNITS COST||
000000967|2|1 model|160|
000000967|3|YOUR 3RD + UNIT COSTS||
000000967|4|1 model|170|
000000967|5|WARGEAR OPTIONS||
000000967|6|per Ectoplasma cannon|5|
000000968|1|YOUR UNIT COSTS||
000000968|2|1 model|130|
000000969|1|YOUR 1ST UNIT COSTS||
000000969|2|1 model|300|
000000969|3|YOUR 2ND + UNIT COSTS||
000000969|4|1 model| 350|
000000969|5|WARGEAR OPTIONS||
000000969|6|per Heavy reaper autocannon|15|
000000969|7|per Hades lascannon|15|
000000970|1|YOUR 1ST UNIT COSTS||
000000970|2|1 model|450|
000000970|3|YOUR 2ND + UNIT COSTS||
000000970|4|1 model|475|
000001016|1|YOUR 1ST TO 2ND UNITS COST||
000001016|2|1 model| 95|
000001016|3|YOUR 3RD + UNIT COSTS||
000001016|4|1 model| 105|
000001017|1|YOUR 1ST TO 2ND UNITS COST||
000001017|2|1 model| 100|
000001017|3|YOUR 3RD + UNIT COSTS||
000001017|4|1 model| 110|
000001020|1|YOUR 1ST TO 3RD UNITS COST||
000001020|2|5 models|100|
000001020|3|10 models|190|
000001020|4|YOUR 4TH + UNIT COSTS||
000001020|5|5 models|110|
000001020|6|10 models|200|
000001021|1|YOUR UNIT COSTS||
000001021|2|1 model|110|
000001022|1|YOUR 1ST TO 3RD UNITS COST||
000001022|2|1 model| 80|
000001022|3|YOUR 4TH + UNIT COSTS||
000001022|4|1 model|90|
000001023|1|YOUR UNIT COSTS||
000001023|2|2 models|65|
000001024|1|YOUR UNIT COSTS||
000001024|2|1 model|175|
000001025|1|YOUR 1ST TO 2ND UNITS COST||
000001025|2|1 model|220|
000001025|3|YOUR 3RD + UNIT COSTS||
000001025|4|1 model|240|
000001026|1|YOUR 1ST TO 2ND UNITS COST||
000001026|2|1 model| 140|
000001026|3|YOUR 3RD + UNIT COSTS||
000001026|4|1 model| 150|
000001027|1|YOUR 1ST TO 2ND UNITS COST||
000001027|2|1 model|185|
000001027|3|YOUR 3RD + UNIT COSTS||
000001027|4|1 model|195|
000001028|1|YOUR 1ST TO 2ND UNITS COST||
000001028|2|1 model|135|
000001028|3|YOUR 3RD + UNIT COSTS||
000001028|4|1 model|145|
000001028|5|WARGEAR OPTIONS||
000001028|6|per Ectoplasma cannon|5|
000001029|1|YOUR 1ST TO 2ND UNITS COST||
000001029|2|1 model|120|
000001029|3|YOUR 3RD + UNIT COSTS||
000001029|4|1 model|130|
000001030|1|YOUR 1ST UNIT COSTS||
000001030|2|1 model|300|
000001030|3|YOUR 2ND + UNIT COSTS||
000001030|4|1 model| 350|
000001030|5|WARGEAR OPTIONS||
000001030|6|per Hades lascannon|15|
000001030|7|per Heavy reaper autocannon|15|
000001031|1|YOUR UNIT COSTS||
000001031|2|1 model|455|
000001032|1|YOUR UNIT COSTS||
000001032|2|1 model|100|
000001033|1|YOUR UNIT COSTS||
000001033|2|1 model| 95|
000001034|1|YOUR UNIT COSTS||
000001034|2|10 models|75|
000001034|3|20 models|145|
000001035|1|YOUR 1ST TO 2ND UNITS COST||
000001035|2|5 models|180|
000001035|3|10 models| 385|
000001035|4|YOUR 3RD + UNIT COSTS||
000001035|5|5 models|195|
000001035|6|10 models| 400|
000001036|1|YOUR UNIT COSTS||
000001036|2|1 model|170|
000001037|1|YOUR UNIT COSTS||
000001037|2|1 model|65|
000001038|1|YOUR UNIT COSTS||
000001038|2|1 model|85|
000001041|1|YOUR UNIT COSTS||
000001041|2|1 model|70|
000001043|1|YOUR UNIT COSTS||
000001043|2|10 models|50|
000001043|3|20 models|100|
000001044|1|YOUR UNIT COSTS||
000001044|2|5 models|90|
000001044|3|7 models|125|
000001044|4|10 models| 180|
000001045|1|YOUR UNIT COSTS||
000001045|2|5 models|155|
000001045|3|10 models|310|
000001046|1|YOUR UNIT COSTS||
000001046|2|1 model|110|
000001047|1|YOUR 1ST TO 3RD UNITS COST||
000001047|2|1 model| 75|
000001047|3|YOUR 4TH + UNIT COSTS||
000001047|4|1 model|85|
000001048|1|YOUR UNIT COSTS||
000001048|2|2 models|80|
000001049|1|YOUR 1ST TO 2ND UNITS COST||
000001049|2|1 model|220|
000001049|3|YOUR 3RD + UNIT COSTS||
000001049|4|1 model|240|
000001050|1|YOUR 1ST TO 2ND UNITS COST||
000001050|2|1 model|135|
000001050|3|YOUR 3RD + UNIT COSTS||
000001050|4|1 model|145|
000001052|1|YOUR UNIT COSTS||
000001052|2|1 model|195|
000001053|1|YOUR UNIT COSTS||
000001053|2|1 model|100|
000001054|1|YOUR UNIT COSTS||
000001054|2|1 model|120|
000001055|1|YOUR UNIT COSTS||
000001055|2|1 model|60|
000001056|1|YOUR UNIT COSTS||
000001056|2|10 models|65|
000001056|3|20 models|130|
000001057|1|YOUR 1ST TO 2ND UNITS COST||
000001057|2|1 model|100|
000001057|3|YOUR 3RD + UNIT COSTS||
000001057|4|1 model|110|
000001058|1|YOUR UNIT COSTS||
000001058|2|1 model| 50|
000001094|1|YOUR 1ST UNIT COSTS||
000001094|2|1 model|370|
000001094|3|YOUR 2ND + UNIT COSTS||
000001094|4|1 model|385|
000001095|1|YOUR 1ST UNIT COSTS||
000001095|2|1 model| 385|
000001095|3|YOUR 2ND + UNIT COSTS||
000001095|4|1 model|415|
000001096|1|YOUR 1ST UNIT COSTS||
000001096|2|1 model|370|
000001096|3|YOUR 2ND + UNIT COSTS||
000001096|4|1 model|385|
000001097|1|YOUR 1ST UNIT COSTS||
000001097|2|1 model| 385|
000001097|3|YOUR 2ND + UNIT COSTS||
000001097|4|1 model|415|
000001098|1|YOUR 1ST UNIT COSTS||
000001098|2|1 model|375|
000001098|3|YOUR 2ND + UNIT COSTS||
000001098|4|1 model|390|
000001099|1|YOUR 1ST UNIT COSTS||
000001099|2|1 model|725|
000001099|3|YOUR 2ND + UNIT COSTS||
000001099|4|1 model|800|
000001100|1|YOUR 1ST UNIT COSTS||
000001100|2|1 model|365|
000001100|3|YOUR 2ND + UNIT COSTS||
000001100|4|1 model|380|
000001104|1|YOUR UNIT COSTS||
000001104|2|1 model|70|
000001105|1|YOUR UNIT COSTS||
000001105|2|1 model|315|
000001106|1|YOUR UNIT COSTS||
000001106|2|1 model|85|
000001111|1|YOUR 1ST TO 2ND UNITS COST||
000001111|2|1 model| 160|
000001111|3|YOUR 3RD + UNIT COSTS||
000001111|4|1 model| 180|
000001112|1|YOUR UNIT COSTS||
000001112|2|5 models|75|
000001112|3|10 models|150|
000001114|1|YOUR UNIT COSTS||
000001114|2|10 models|110|
000001115|1|YOUR 1ST TO 2ND UNITS COST||
000001115|2|3 models|95|
000001115|3|6 models| 200|
000001115|4|YOUR 3RD + UNIT COSTS||
000001115|5|3 models| 135|
000001115|6|6 models| 240|
000001116|1|YOUR UNIT COSTS||
000001116|2|1 model| 100|
000001117|1|YOUR UNIT COSTS||
000001117|2|1 model| 305|
000001118|1|YOUR UNIT COSTS||
000001118|2|1 model|105|
000001119|1|YOUR UNIT COSTS||
000001119|2|1 model|75|
000001120|1|YOUR 1ST TO 2ND UNITS COST||
000001120|2|1 model| 320|
000001120|3|YOUR 3RD + UNIT COSTS||
000001120|4|1 model| 340|
000001125|1|YOUR UNIT COSTS||
000001125|2|3 models|65|
000001125|3|6 models|130|
000001126|1|YOUR UNIT COSTS||
000001126|2|1 model|65|
000001127|1|YOUR UNIT COSTS||
000001127|2|3 models|80|
000001127|3|6 models|160|
000001128|1|YOUR UNIT COSTS||
000001128|2|1 model|115|
000001129|1|YOUR UNIT COSTS||
000001129|2|1 model|80|
