id|name|legend|faction_id|description|
000008458|Code Chivalric|Imperial Knights fight by a stringent set of codes. In addition to defeating the foe, honour must always be upheld.|QI|<div class="Columns2">If your Army Faction is <span class="kwb">IMPERIAL</span> <span class="kwb">KNIGHTS</span>, at the end of the Read Mission Objectives step, you must determine your army’s Oath for the coming battle. An Oath consists of two parts - one Deed and one Quality. There are three options for each part, shown below.<br><br>To determine your army’s Deed, you can either select one Deed or you can randomly select one Deed by rolling a D6 and consulting the relevant table below. The selected Deed will describe what needs to be achieved in order to complete that Deed.<br><br><div class="BreakInsideAvoid">To determine your army’s Quality, you can either select one Quality or you can randomly select one Quality by rolling a D6 and consulting the relevant table below. Until the end of the battle, the ability described in the Quality selected applies to all models in your army with this ability.<br><br>The first time your selected Deed is completed your Oath is fulfilled and, until the end of the battle, your army becomes Honoured and you gain 2CP, or 3CP if you randomly selected your Deed and/or Quality (CP gained in this way are an exemption to the Core Rules that limit the maximum number of CP you can gain per battle round to 1).</div></div><br><div class="Columns2"><div class="BreakInsideAvoid"  style="""><table width="0" border="0" bordercolor="#888" cellpadding="4" cellspacing="0" style="border-collapse:collapse;border-width:0px"><tbody><tr><td><table class=" customTable tablefont" border="1" bordercolor="#888" cellpadding="4" style="border-collapse:collapse;border-color:#888888;border-width:0px"><tbody><tr><td style="border-width:1px 1px 1px 1px;border-style:none none none none;background-color:rgb(57,82,91);color:rgb(254,254,254);text-align:left;vertical-align:middle;font-size:24px;width:380px;height:0px;"><div class="cruGermaniaHeader">&nbsp;Deed</div></td><td style="border-width:1px 1px 1px 1px;border-style:none none none none;background-color:rgb(57,82,91);color:rgb(254,254,254);text-align:center;vertical-align:middle;font-size:26px;width:100px;height:0px;"><b>D6</b></td></tr><tr><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:left;vertical-align:middle;font-size:18px;width:380px;height:0px;"><p class="ShowFluff legend2">We vow to lay low the tyrant...</p>At the start of the battle, select one <span class="kwb">CHARACTER</span> model in your opponent’s army. This Deed is completed at the end of a turn if that <span class="kwb">CHARACTER</span> is destroyed.</td><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:center;vertical-align:middle;font-size:18px;width:100px;height:0px;"><b><img src="/wh40k10ed/img/d1.png">&nbsp;&nbsp;<img src="/wh40k10ed/img/d2.png"></b></td></tr><tr><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:left;vertical-align:middle;font-size:18px;width:380px;height:0px;"><p class="ShowFluff legend2">We swear to reclaim the realm...</p>This deed is completed at the end of your opponent’s turn if you control more objective markers than your opponent.</td><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:center;vertical-align:middle;font-size:18px;width:100px;height:0px;"><b><img src="/wh40k10ed/img/d3.png">&nbsp;&nbsp;<img src="/wh40k10ed/img/d4.png"></b></td></tr><tr><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:left;vertical-align:middle;font-size:18px;width:380px;height:0px;"><p class="ShowFluff legend2">We pledge to reap a great tally...</p>This deed is completed at the end of the <a href="/wh40k11ed/the-rules/core-rules/#The-Battle-Round-1">battle round</a> if the number of enemy units destroyed this battle round is greater than the battle round number even if those units are subsequently returned to the battlefield (for example, two destroyed enemy units in the first battle round).</td><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:center;vertical-align:middle;font-size:18px;width:100px;height:0px;"><b><img src="/wh40k10ed/img/d5.png">&nbsp;&nbsp;<img src="/wh40k10ed/img/d6.png"></b></td></tr></tbody></table></td></tr></tbody></table></div><div class="BreakInsideAvoid"  style="""><table width="0" border="0" bordercolor="#888" cellpadding="4" cellspacing="0" style="border-collapse:collapse;border-width:0px"><tbody><tr><td><table class=" customTable tablefont" border="1" bordercolor="#888" cellpadding="4" style="border-collapse:collapse;border-color:#888888;border-width:0px"><tbody><tr><td style="border-width:1px 1px 1px 1px;border-style:none none none none;background-color:rgb(57,82,91);color:rgb(254,254,254);text-align:left;vertical-align:middle;font-size:24px;width:380px;height:0px;"><div class="cruGermaniaHeader">&nbsp;Quality</div></td><td style="border-width:1px 1px 1px 1px;border-style:none none none none;background-color:rgb(57,82,91);color:rgb(254,254,254);text-align:center;vertical-align:middle;font-size:26px;width:100px;height:0px;"><b>D6</b></td></tr><tr><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:left;vertical-align:middle;font-size:18px;width:380px;height:0px;"><p class="ShowFluff legend2">...with our martial valour risen over all.</p>Each time this model is selected to shoot or fight, you can re-roll one <span class="tooltip00010" data-tooltip-content="#tooltip_content00010"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span> and you can re-roll one <span class="tooltip00019" data-tooltip-content="#tooltip_content00019"><span class="tt kwbu">Wound</span> <span class="tt kwbu">roll</span></span>.</td><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:center;vertical-align:middle;font-size:18px;width:100px;height:0px;"><b><img src="/wh40k10ed/img/d1.png">&nbsp;&nbsp;<img src="/wh40k10ed/img/d2.png"></b></td></tr><tr><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:left;vertical-align:middle;font-size:18px;width:380px;height:0px;"><p class="ShowFluff legend2">...and we are eager for the challenge.</p>Add 2" to this model’s Move characteristic and add 1 to <b><span class="tooltip00006" data-tooltip-content="#tooltip_content00006"><span class="tt kwbu">Advance</span></span></b> and <b><a href="/wh40k11ed/the-rules/core-rules/#2.-Charge-Step">Charge rolls</a></b> made for this model.</td><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:center;vertical-align:middle;font-size:18px;width:100px;height:0px;"><b><img src="/wh40k10ed/img/d3.png">&nbsp;&nbsp;<img src="/wh40k10ed/img/d4.png"></b></td></tr><tr><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:left;vertical-align:middle;font-size:18px;width:380px;height:0px;"><p class="ShowFluff legend2">...yet shall our legacy be unsullied.</p>Improve this model’s Objective Control characteristic by 2 and its Leadership characteristic by 1.</td><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:center;vertical-align:middle;font-size:18px;width:100px;height:0px;"><b><img src="/wh40k10ed/img/d5.png">&nbsp;<img src="/wh40k10ed/img/d6.png"></b></td></tr></tbody></table></td></tr></tbody></table></div></div>|
000008459|Bondsman|Those honoured to serve a great hero do so unto death.|QI|Some Imperial Knights models have a Bondsman ability, tagged with the word ‘Bondsman’. In your Command phase, one or more models from your army with a Bondsman ability can use that ability. For each one that does, select one friendly Armiger model within 12" of that model (you cannot select an <span class="kwb">ARMIGER</span> model that is already being affected by a Bondsman ability). Until the start of your next Command phase, that <span class="kwb">ARMIGER</span> model is affected by that Bondsman ability.|
000008460|Super-heavy Walker|Imperial Knights tower over the battlefield, striding over lesser warriors to eagerly engage the foe.|QI|Each time a model with this ability makes a Normal, Advance or Fall Back move, it can move through models (excluding <span class="kwb">TITANIC</span> models) and sections of terrain features that are 4" or less in height. When doing so:<br><ul><li>It can move within Engagement Range of enemy models, but cannot end that move within Engagement Range of them.</li><li>It can also move through sections of terrain features that are more than 4" in height, but if it does, after it has moved, roll one D6: on a 1, that model is Battle-shocked.</li></ul>|
000008461|Freeblades|Freeblades often wander the galaxy, aiding the armies of the Imperium against the xenos and heretics who threaten the Emperor’s realm.|QI|If every model in your army has the <span class="kwb">IMPERIUM</span> keyword, you can include either one Titanic Imperial Knights model or up to three Armiger models in your army, even if they do not have the Faction keyword you selected in the Select Army Faction step. None of these models can be your <span class="kwb">WARLORD</span>, and they cannot be given Enhancements.|
000008466|Acts of Faith|It is said the Emperor’s benediction touches the Adepta Sororitas, manifesting as a nimbus of holy light in which his power is revealed in miraculous deeds of fortitude and divine strength.|AS|If your Army Faction is <span class="kwb">ADEPTA</span> <span class="kwb">SORORITAS</span>, each unit from your army with this ability can perform one Act of Faith per phase. This is done using Miracle dice.<br><br><div class="Columns2"><span class="hi_custom">GAINING MIRACLE DICE</span><br>If your Army Faction is <span class="kwb">ADEPTA</span> <span class="kwb">SORORITAS</span>, you gain 1 Miracle dice:<br><ul><li>At the start of each turn.</li><li>Each time an <span class="kwb">ADEPTA</span> <span class="kwb">SORORITAS</span> unit from your army is destroyed.</li></ul><br>Each time you gain a Miracle dice, roll one D6. The number you roll is the value of that Miracle dice. This value cannot be changed or re-rolled, unless a rule specifically states otherwise. Keep your Miracle dice to one side - this is your Miracle dice pool.<br>$FAQ$<br><span class="hi_custom">PERFORMING AN ACT OF FAITH</span><br>Before making a dice roll for a model or unit from your army with the Acts of Faith ability, if you have one or more dice in your Miracle dice pool, that unit can perform an Act of Faith. If it does, select one of the dice from your Miracle dice pool to substitute that dice roll (if a roll involves more than one dice, e.g. a Charge roll or Battle-shock test, only a single dice can be substituted). The dice that is being substituted is not rolled; instead, the value of the selected Miracle dice is used as if it had been rolled ( this counts as an unmodified dice roll of that value for all rules purposes). Each Miracle dice can only be selected for substitution once. Once all Miracle dice substitutions have been made, remove the chosen Miracle dice from your Miracle dice pool, and roll all remaining, unsubstituted dice that are a part of the dice roll. You can use Miracle dice when a unit performs an Act of Faith for any of the following types of dice roll:<br><ul><li>Advance roll</li><li>Battle-shock test</li><li>Charge roll</li><li>Damage roll</li><li>Hit roll</li><li>Saving throw</li><li>Wound roll</li></ul><br><div class="redExample"><b>Example:</b> <i>Instead of rolling 2D6 to take a unit’s Battle-shock test, you could use one dice from your Miracle dice pool. If the value of that dice was 4, the unit’s Battle-shock test would be determined by rolling one D6 and adding 4 to it (i.e. it would be D6+4).</i></div></div>|
000008501|Cult Ambush|Genestealer Cults keep their fighting strength carefully hidden from their oppressors until the glorious Day of Ascension arrives. When they finally emerge to fight, it is after long years of meticulous planning, and with an intimate knowledge of the battlefield that grants them a tactical advantage. Even as battle rages, reinforcements slip from the shadows or spill up from the dark places below, called to war by the Broodmind.|GC|If your Army Faction is <span class="kwb">GENESTEALER</span> <span class="kwb">CULTS</span>, you start the battle with a number of Resurgence points, depending on the battle size, as shown below.<br><ul><li><b>Incursion:</b> 6 Resurgence points</li><li><b>Strike Force:</b> 10 Resurgence points</li><li><b>Onslaught:</b> 14 Resurgence points</li></ul><br>Each time a unit from your army is destroyed, if every model (excluding CHARACTER models) in that unit has this ability, you can spend the relevant number of Resurgence points shown below based on that unit’s Starting Strength (not including attached <span class="kwb">CHARACTER</span> models).<br><br><div class="BreakInsideAvoid"><div class="BreakInsideAvoid"  style="""><table border="0" bordercolor="#888" cellpadding="4" cellspacing="0" style="border-collapse:collapse;border-width:0px"><tbody><tr><td><table class=" customTable" border="1" bordercolor="#888" cellpadding="4" style="border-collapse:collapse;border-color:#888888;border-width:0px"><tbody><tr><td colspan="2" style="border-width:1px 0 1px 1px;border-style:none none none none;background-color:rgb(91,27,54);text-align:left;vertical-align:middle;width:0px;height:0px;"><b><a href="/wh40k11ed/factions/genestealer-cults/Aberrants">Aberrants</a></b></td></tr><tr><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:351px;height:0px;">5 models</td><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:208px;height:0px;">4 Resurgence points</td></tr><tr><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:351px;height:0px;">10 models</td><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:208px;height:0px;">8 Resurgence points</td></tr><tr><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:351px;height:0px;"></td><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:208px;height:0px;"></td></tr><tr><td colspan="2" style="border-width:1px 0 1px 1px;border-style:none none none none;background-color:rgb(91,27,54);text-align:left;vertical-align:middle;width:0px;height:0px;"><b><a href="/wh40k11ed/factions/genestealer-cults/Acolyte-Hybrids-With-Autopistols">Acolyte Hybrids with Autopistols</a>, <a href="/wh40k11ed/factions/genestealer-cults/Acolyte-Hybrids-With-Hand-Flamers">Acolyte Hybrids with Hand Flamers</a>, <a href="/wh40k11ed/factions/genestealer-cults/Hybrid-Metamorphs">Hybrid Metamorphs</a></b></td></tr><tr><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:351px;height:0px;">5 models</td><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:208px;height:0px;">2 Resurgence points</td></tr><tr><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:351px;height:0px;">10 models</td><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:208px;height:0px;">4 Resurgence points</td></tr><tr><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:351px;height:0px;"></td><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:208px;height:0px;"></td></tr><tr><td colspan="2" style="border-width:1px 0 1px 1px;border-style:none none none none;background-color:rgb(91,27,54);text-align:left;vertical-align:middle;width:0px;height:0px;"><b><a href="/wh40k11ed/factions/genestealer-cults/Atalan-Jackals">Atalan Jackals</a></b></td></tr><tr><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:351px;height:0px;">5 models</td><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:208px;height:0px;">2 Resurgence points</td></tr><tr><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:351px;height:0px;">10 models</td><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:208px;height:0px;">6 Resurgence points</td></tr><tr><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:351px;height:0px;"></td><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:208px;height:0px;"></td></tr><tr><td colspan="2" style="border-width:1px 0 1px 1px;border-style:none none none none;background-color:rgb(91,27,54);text-align:left;vertical-align:middle;width:0px;height:0px;"><b><a href="/wh40k11ed/factions/genestealer-cults/Neophyte-Hybrids">Neophyte Hybrids</a></b></td></tr><tr><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:351px;height:0px;">10 models</td><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:208px;height:0px;">3 Resurgence points</td></tr><tr><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:351px;height:0px;">20 models</td><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:208px;height:0px;">6 Resurgence points</td></tr><tr><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:351px;height:0px;"></td><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:208px;height:0px;"></td></tr><tr><td colspan="2" style="border-width:1px 0 1px 1px;border-style:none none none none;background-color:rgb(91,27,54);text-align:left;vertical-align:middle;width:0px;height:0px;"><b><a href="/wh40k11ed/factions/genestealer-cults/Purestrain-Genestealers">Purestrain Genestealers</a></b></td></tr><tr><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:351px;height:0px;">5 models</td><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:208px;height:0px;">2 Resurgence points</td></tr><tr><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:351px;height:0px;">10 models</td><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:208px;height:0px;">6 Resurgence points</td></tr></tbody></table></td></tr></tbody></table></div><br></div>If you do:<br><ul><li>Add a new unit to your army identical to your destroyed unit (excluding <span class="kwb">CHARACTER</span> models), in Cult Ambush, at its Starting Strength, with all of its wounds remaining and any [ONE SHOT] weapons those models are equipped with considered as not having been shot.</li><li>Place one Cult Ambush marker (see below) anywhere on the battlefield that is more than 9" horizontally away from all enemy units (if this is not possible, no marker is placed).</li></ul><br><span class="hi_custom">Units in Cult Ambush</span><br>Cult Ambush is a type of Strategic Reserves. Units in Cult Ambush cannot be targeted with the Rapid Ingress Stratagem, but can be set up on the battlefield using a Cult Ambush marker as described below, or by following the rules for Strategic Reserves in a subsequent turn. Units in Cult Ambush are not automically destroyed at the end of the third battle round.<br><br><span class="hi_custom">Cult Ambush Markers</span><br>Use a circular 32mm diameter marker for Cult Ambush markers. If an enemy model (excluding <span class="kwb">AIRCRAFT</span>) ends any kind of move within 8" of a Cult Ambush marker you placed, that Cult Ambush marker is removed from the battlefield. At the end of your opponent’s next Movement phase, for each of your Cult Ambush markers still on the battlefield, you can select one unit from your army that is in Cult Ambush to make an ingress move. For that ingress move, set that unit up with at least one model in that unit in base contact with that Cult Ambush marker and all other models placed wholly within 3" of that Cult Ambush marker (that Cult Ambush marker is then removed from the battlefield). Units in Cult Ambush can make an ingress move in the first battle round using this rule.|
000008507|Power from Pain|The Drukhari feed on suffering and terror. Every arc of blood that jets from a blade-slit artery, every scream of agonised horror, every vertiginous moment of shock or despair experienced by their prey surges through the Drukhari like an intoxicant. As the battle rages, the denizens of the Dark City drink deep of the floodtide of pain. Sinews singing with stolen strength, motions blurred to preternatural swiftness, they howl in exhilarated bloodlust and fight all the harder to extract yet sweeter agonies from those who dare resist them.|DRU|<div style="float:left;"><div class="img-inv" style="float:left;"><img border="0" src="/wh40k10ed/img/DRU_PainToken.png" style="padding: 4px 12px 0px 0;"></div></div><span class="hi_custom">Pain Abilities</span><br>All Drukhari units have a Pain ability, tagged with the word ‘Pain’. Pain abilities only apply to a unit while it is Empowered. If your Army Faction is <span class="kwb">DRUKHARI</span>, you can Empower units from your army with Pain abilities by spending Pain tokens (see below).<br><br><b>Designer’s Note:</b> <i>You can also spend Pain tokens to activate additional effects in certain other rules such as Enhancements and Stratagems.</i><br><br><span class="hi_custom">Gaining Pain Tokens</span><br>If your Army Faction is <span class="kwb">DRUKHARI</span>, you gain Pain tokens as follows:<br><ul><li><b>1 Pain token</b> at the start of your Command phase.</li><li><b>1 Pain token</b> each time an enemy unit is destroyed.</li><li><b>1 Pain token</b> each time an enemy unit fails a Battle-shock test.</li></ul>Each time you gain a Pain token, keep it to one side - this is your Pain token pool. Each time you spend a Pain token, reduce your Pain token pool by the same amount.<br><br><span class="hi_custom">Empowered Through Pain</span><br>Each Pain ability will state when you can spend Pain tokens to Empower that unit. When you do, until the end of the phase, that unit is Empowered and all Pain abilities it has take effect. While an Attached unit is Empowered, the Pain abilities of all Leader and Bodyguard units in that unit take effect - you do not need to spend additional Pain tokens to activate each of those Pain abilities.<br><br><div class="redExample"><b>Example:</b> At the start of your Charge phase, you spend 1 Pain token to Empower a unit of Wyches. The unit becomes Empowered, and so its Acrobatic Gladiators ability takes effect until the end of the phase. A Succubus is leading the unit, and so its Lithe Agility ability also takes effect until the end of the phase (no additional Pain token is required to activate that ability as well).</div>|
000008512|Harbingers of Dread|Where Chaos Knights tread, the skies grow unnaturally dark and the power of the warp permeates the battlefield.|QT|If your Army Faction is <span class="kwb">CHAOS</span> <span class="kwb">KNIGHTS</span>, each unit from your army with this ability gains Dread abilities, depending which are active for your army (see below). The Deathly Terror ability is active for your army from the start of the battle. In addition, at the start of the first, third and fifth battle rounds, you can either select one of the other Dread abilities or randomly select two Dread abilities to apply by rolling two D6 and applying the results rolled, from those numbered 1-6.<br><br>Any Dread abilities that have been selected are active until the end of the battle. You cannot select the same Dread ability more than once, and any duplicated Dread abilities (as a result of randomly selecting them) have no additional effect.<br><br><a id="DEATHLY-TERROR-AURA-" name="DEATHLY-TERROR-AURA-"></a><div class=" stratWrapper_CS BreakInsideAvoid"><div class="stratName_CS stratReq"><span>DEATHLY TERROR (AURA)</span><span><div class="cruD6wrap">N/A</div></span></div><div class="stratText_CS">While an enemy unit is within 9" of this model, worsen the Leadership characteristic of models in that unit by 1.</div></div><a id="DESPAIR-AURA-" name="DESPAIR-AURA-"></a><div class=" stratWrapper_CS BreakInsideAvoid"><div class="stratName_CS stratReq"><span>DESPAIR (AURA)</span><span><div class="cruD6wrap"><div class="cruD1"></div></div></span></div><div class="stratText_CS">While an enemy unit is within 9" of this model, worsen the Leadership characteristic of models in that unit by 1. This is cumulative with the Deathly Terror ability (see above).</div></div><a id="DOOM" name="DOOM"></a><div class=" stratWrapper_CS BreakInsideAvoid"><div class="stratName_CS stratReq"><span>DOOM</span><span><div class="cruD6wrap"><div class="cruD2"></div></div></span></div><div class="stratText_CS">Each time this model makes an attack, if the target of that attack is <b><a href="/wh40k11ed/the-rules/core-rules/#3.-Battle-shock-Step">Battle-shocked</a></b>, add 1 to the <span class="tooltip00019" data-tooltip-content="#tooltip_content00019"><span class="tt kwbu">Wound</span> <span class="tt kwbu">roll</span></span>.</div></div><a id="DARKNESS" name="DARKNESS"></a><div class=" stratWrapper_CS BreakInsideAvoid"><div class="stratName_CS stratReq"><span>DARKNESS</span><span><div class="cruD6wrap"><div class="cruD3"></div></div></span></div><div class="stratText_CS">This model has <b><span class="tooltip00119" data-tooltip-content="#tooltip_content00119"><span class="tt kwbu">Stealth</span></span></b>.</div></div><a id="DISMAY-AURA-" name="DISMAY-AURA-"></a><div class=" stratWrapper_CS BreakInsideAvoid"><div class="stratName_CS stratReq"><span>DISMAY (AURA)</span><span><div class="cruD6wrap"><div class="cruD4"></div></div></span></div><div class="stratText_CS">In the <a href="/wh40k11ed/the-rules/core-rules/#3.-Battle-shock-Step">Battle-shock step</a> of your opponent’s <a href="/wh40k11ed/the-rules/core-rules/#Command-Phase">Command phase</a>, for each enemy unit that is below its <span class="tooltip00064" data-tooltip-content="#tooltip_content00064"><span class="tt kwbu">Starting</span> <span class="tt kwbu">Strength</span></span> and within 9" of this model, that enemy unit must take a Battle-shock test.</div></div><a id="DELIRIUM-AURA-" name="DELIRIUM-AURA-"></a><div class=" stratWrapper_CS BreakInsideAvoid"><div class="stratName_CS stratReq"><span>DELIRIUM (AURA)</span><span><div class="cruD6wrap"><div class="cruD5"></div></div></span></div><div class="stratText_CS">While an enemy unit that is <span class="tooltip00064" data-tooltip-content="#tooltip_content00064"><span class="tt kwbu">Below</span> <span class="tt kwbu">Half-strength</span></span> is within 9" of this model, each time that unit fails a <a href="/wh40k11ed/the-rules/core-rules/#3.-Battle-shock-Step">Battle-shock test</a>, it suffers D3 <b><span class="tooltip00025" data-tooltip-content="#tooltip_content00025"><span class="tt kwbu">mortal</span> <span class="tt kwbu">wounds</span></span></b>.</div></div><a id="DOMINION" name="DOMINION"></a><div class=" stratWrapper_CS BreakInsideAvoid"><div class="stratName_CS stratReq"><span>DOMINION</span><span><div class="cruD6wrap"><div class="cruD6"></div></div></span></div><div class="stratText_CS">Add 3" to the range of this model’s <span class="tooltip00120" data-tooltip-content="#tooltip_content00120"><span class="tt kwbu">Aura</span> <span class="tt kwbu">abilities</span></span>.</div></div>|
000008513|Super-heavy Walker||QT|Each time a model with this ability makes a Normal, Advance or Fall Back move, it can move through models (excluding Titanic models) and sections of terrain features that are 4" or less in height. When doing so:<br><ul><li>It can move within Engagement Range of enemy models, but cannot end that move within Engagement Range of them.</li><li>It can also move through sections of terrain features that are more than 4" in height, but if it does, after it has moved, roll one D6: on a 1, that model is Battle-shocked.</li></ul>|
000008514|Dreadblades|Dreadblades stalk the galaxy, carving a path of destruction alongside other forces of Chaos.|QT|If every model in your army has the <span class="kwb">CHAOS</span> keyword, you can include either 1 Titanic Chaos Knights model or up to 3 War Dog models in your army, even if they do not have the Faction keyword you selected in the Select Army Faction step. None of these models can be your <span class="kwb">WARLORD</span>, and they cannot be given Enhancements.|
000008519|Kill Team||AoI|Each time an attack targets this unit, if it contains models with different Toughness characteristics, until the attacking unit has finished making its attacks, use the Toughness characteristic of the majority of the models in that unit when determining what roll is required for that attack to successfully wound. If two or more Toughness characteristics are tied for majority, use the highest value.<br><br>For the purposes of determining which models in this unit can embark within a Transport, Kill Team Terminator models, Kill Team Outrider models, Kill Team Biker models and models equipped with a jump pack each take up the space of 2 models, but can otherwise embark within any <span class="kwb">TRANSPORT</span> their unit can embark within, even though similar models in other units have the Terminator, Mounted or Jump Pack keywords.<br><br>For the purposes of interacting with terrain features, all models in units with this ability are considered <span class="kwb">INFANTRY</span> models, even though similar models in other units may have the <span class="kwb">MOUNTED</span> or <span class="kwb">JUMP</span> <span class="kwb">PACK</span> keywords.<br><br><b>Designer’s Note:</b> <i>While the abstractions in the above rule cause some models to behave differently to similar models in other units, they are designed to minimise complicated movement, <span class="kwb">TRANSPORT</span> and Benefit of Cover rules.</i>|
000008519|Kill Team||SM|Each time an attack targets this unit, if it contains models with different Toughness characteristics, until the attacking unit has finished making its attacks, use the Toughness characteristic of the majority of the models in that unit when determining what roll is required for that attack to successfully wound. If two or more Toughness characteristics are tied for majority, use the highest value.<br><br>For the purposes of determining which models in this unit can embark within a Transport, Kill Team Terminator models, Kill Team Outrider models, Kill Team Biker models and models equipped with a jump pack each take up the space of 2 models, but can otherwise embark within any <span class="kwb">TRANSPORT</span> their unit can embark within, even though similar models in other units have the Terminator, Mounted or Jump Pack keywords.<br><br>For the purposes of interacting with terrain features, all models in units with this ability are considered <span class="kwb">INFANTRY</span> models, even though similar models in other units may have the <span class="kwb">MOUNTED</span> or <span class="kwb">JUMP</span> <span class="kwb">PACK</span> keywords.<br><br><b>Designer’s Note:</b> <i>While the abstractions in the above rule cause some models to behave differently to similar models in other units, they are designed to minimise complicated movement, <span class="kwb">TRANSPORT</span> and Benefit of Cover rules.</i>|
000008521|Mission Tactics|Thousands of years of collated strategic data and hard-won combat experience have provided the Deathwatch with the ultimate battlefield tactics to combat almost any foe.|SM|At the start of your Command phase, you can select one of the Mission Tactics listed below. Until the start of your next Command phase, that Mission Tactic is active and its effects apply to all units from your army with this ability. Each Mission Tactic can only be selected once per battle.<div style="height:8px"></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td class="td_w"><p style="display:block" class="impact18">FUROR TACTICS</p><p class="ShowFluff legend2">When the enemy horde grows close, the Deathwatch will be tasked with the decimation of their core. Aiming not for clinical kills but for maximum destruction over a wide area, they tear the heart from the enemy army.</p><p>While this Mission Tactic is active, weapons equipped by <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> units from your army have the <span class="kwb"><span class="tooltip00075" data-tooltip-content="#tooltip_content00075"><span class="tt kwbu">[SUSTAINED</span> <span class="tt kwbu">HITS</span> <span class="tt kwbu">1]</span></span></span> ability.</p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td class="td_w"><p style="display:block" class="impact18">MALLEUS TACTICS</p><p class="ShowFluff legend2">When the giants of war lumber forth, the Deathwatch will adopt Malleus tactics. Even the largest behemoth has a weak point, and the archives of the Deathwatch number them all.</p><p>While this Mission Tactic is active, weapons equipped by <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> units from your army have the <span class="kwb"><span class="tooltip00007" data-tooltip-content="#tooltip_content00007"><span class="tt kwbu">[LETHAL</span> <span class="tt kwbu">HITS]</span></span></span> ability.</p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td class="td_w"><p style="display:block" class="impact18">PURGATUS TACTICS</p><p class="ShowFluff legend2">By adopting Purgatus tactics, the Deathwatch focus their deadly ire upon the commanders of the enemy host, assassinating them one after another with pitiless head shots and killing thrusts of the blade.</p><p>While this Mission Tactic is active, each time an <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> unit from your army makes an attack, if a <span class="tooltip00010" data-tooltip-content="#tooltip_content00010"><span class="tt kwbu">Critical</span> <span class="tt kwbu">Hit</span></span> is scored, that attack has the <span class="kwb"><span class="tooltip00122" data-tooltip-content="#tooltip_content00122"><span class="tt kwbu">[PRECISION]</span></span></span> ability.</p></td></tr></tbody></tbody></table></div>|
