faction_id|name|id|cost|detachment|detachment_id|upgrade|legend|description|support_leader|
AS|Divine Aspect|000009037004|5|Army of Faith|000000880|false|Enemy warriors tremble before the radiant majesty of one blessed by the Emperor.|<span class="kwb">ADEPTA</span> <span class="kwb">SORORITAS</span> model only. In your Movement phase, you can select one enemy unit within 12" of the bearer; that unit must take a Battle-shock test. If that test is failed, you gain 1 Miracle dice.||
AS|Eyes of the Oracle|000009831004|10|Champions of Faith|000001003|false|Having torn them from the sockets of a heretical witch, this warrior of faith keeps these shrivelled orbs sealed in a miniature reliquary about their neck. They believe that – tormented by holy imprisonment – the traitorous eyes guide their aim towards other infernal champions.|<span class="kwb">ADEPTA</span> <span class="kwb">SORORITAS</span> model only. The bearer’s weapons have the [PRECISION] ability. Each time the bearer’s unit destroys an enemy <span class="kwb">CHARACTER</span> model, you gain 1CP.||
AS|Chaplet of Sacrifice|000008470004|25|Hallowed Martyrs|000000791|false|The most hallowed martyrs of the Sisterhood have added beads to this chaplet. Such a relic can be a burden, for it carries the righteousness of those who uphold everything the Sisterhood stands for.|<span class="kwb">ADEPTA</span> <span class="kwb">SORORITAS</span> model only. At the end of your Command phase, if the bearer is on the battlefield, you can re-roll 1 Miracle dice from your Miracle dice pool and return it to your Miracle dice pool showing the new result you rolled. When doing so, if the bearer's unit is below its Starting Strength, you can re-roll up to 3 Miracle dice in this way instead.||
AS|Triptych of the Macharian Crusade|000009037005|20|Army of Faith|000000880|false|Carried onto the most fire-swept of battlefields, the images of the Macharian Trinity glorifies three missionaries who saved thousands of lives. This adamantine-sheathed relic reminds the bearer that faith alone can weather the most grievous adversities.|<span class="kwb">ADEPTA</span> <span class="kwb">SORORITAS</span> model only. Each time the bearer uses an Act of Faith to substitute a saving throw, that saving throw is successful, irrespective of the value of the Miracle dice used.||
AS|Catechism of Divine Penitence|000009029005|15|Penitent Host|000000878|false|To share in the agonies of the penitent and guide them to redemption is a most holy undertaking. Thus do many of the Adepta Sororitas’ commanders willingly fight by the side of those cast out by the Sisterhood.|CANONESS, PALATINE or MINISTORUM PRIEST model only. The bearer gains the PENITENT keyword.|<span class="kwb">LEADER:</span> <a class="kwbOne" href="/wh40k11ed/factions/adepta-sororitas/Repentia-Squad"><span class="kwb kwbo">REPENTIA</span> <span class="kwb kwbo">SQUAD</span></a>|
AS|Sanctified Amulet|000009831005|25|Champions of Faith|000001003|false|Belief radiates out from this blessed icon, forming a holy circle of abjuration that holds at bay the unclean and leaves this champion free to do their duty to the God-Emperor.|<span class="kwb">ADEPTA</span> <span class="kwb">SORORITAS</span> model only. Enemy units that are set up on the battlefield from Reserves cannot be set up within 12" of the bearer.||
AS|Mantle of Ophelia|000008470005|20|Hallowed Martyrs|000000791|false|The Mantle of Ophelia was once the badge of office for the Prioress of the Convent Sanctorum, and was worn by Helena the Virtuous, a Living Saint and one of the most revered leaders in the history of the Adepta Sororitas. The mantle is thought to have sacred powers of protection, for Helena was said to have anointed it with the Tears of the Emperor, a phial of blood-like liquid meticulously collected over a century from weeping statues of the Emperor found across the cardinal worlds of the Imperium.|Canoness or Palatine model only. Each time an attack is allocated to the bearer, change the Damage characteristic of that attack to 1.||
AS|Iron Surplice of Saint Istalela|000009033005|10|Bringers of Flame|000000879|false|Worked upon by generations of artificers, consecrated with holy oils and steeped in the smoke of sacred incense, this suit of power armour is amongst the most battle-proven relics held by the Orders Militant.|CANONESS or PALATINE model only. The bearer has a Save characteristic of 2+ and the Feel No Pain 5+ ability.||
CD|Apocalyptic Steeds|000011020002|10|Cavalcade of Chaos|000001175|true|The daemonic abominations ridden by these warriors thunder into battle like the manifestation of every culture’s apocalyptic prophecies since time began.|LEGIONES DAEMONICA MOUNTED unit only. This unit has +1" <b>M</b>.||
CD|Cankerblight|000009819002|15|Plague Legion|000001000|false|The mere presence of this corrosive monstrosity is enough to rot the very stuff of reality and all who inhabit it.|Legiones Daemonica Nurgle model only. Each time an enemy unit (excluding <span class="kwb">MONSTERS</span> and <span class="kwb">VEHICLES</span>) that is within 6" of the bearer fails a Battle-shock test, the bearer can use this Enhancement. If it does, one model in that unit is destroyed (chosen by its controlling player). Each time the bearer uses this Enhancement, no mortal wounds are inflicted by your army’s Daemonic Terror rule.||
CD|Fatal Caress|000009572002|0|Dread Carnival|000000956|false|To this daemon, the act of murder is an art form. With a precision born of obsession it slaughters its foes in the most gory fashion possible.|Each time the bearer makes a melee attack, a Critical Wound is scored on an unmodified Wound roll of 5+.||
CD|Bane-Forged Weapons|000011028002|15|Warptide|000001177|true|The manifest armaments of these daemonic warriors drip with curses and moan with baleful energies that are the anathema of all life.|LEGIONES DAEMONICA BATTLELINE unit only. This unit’s attacks have +1 <b>S</b>.||
CD|Virulent Corruption|000009564002|0|Rotten and Rusted|000000955|false|To flee from this daemon is to invite an outbreak of spiritual corruption that rots its screaming victims from their souls outward.|Each time an enemy unit within Engagement Range of the bearer is selected to Fall Back, models in that enemy unit must take Desperate Escape tests as if their unit was Battle-shocked. When doing so, if that enemy unit is also Battle-shocked by other means, subtract 1 from each of those Desperate Escape tests.||
CD|Fulgurating Presence|000009580002|0|Pandaemoniac Inferno|000000957|false|Warplight dances and glares around this entity, flares of blinding brightness thrown off its warped form as though from the facets of a crooked crystal.|Each time an attack targets the bearer, subtract 1 from the Hit roll.||
CD|A’rgath, the King of Blades|000008438002|20|Daemonic Incursion|000000779|false|When a daemon is bound within a weapon by its infernal master, it rarely submits willingly to this terrible incarceration. The same cannot be said for A’rgath. A lifetime of slaughter and zealous dedication saw this butcher granted daemonhood. Such was his devotion to Khorne that instead of accepting immortality as a Daemon Prince, he instead chose to take the form of a deadly blade so that he could spill the lifeblood of Khorne’s greatest enemies. Their hand guided by A’rgath’s spirit, this weapon’s wielder becomes nigh on unstoppable. Countless are the rival champions and mortal heroes that have fallen to his power.|Khorne Legiones Daemonica model only. Add 1 to the Attacks and Strength characteristics of the bearer’s melee weapons. While the bearer is within your army’s Shadow of Chaos, add 2 to the Attacks and Strength characteristics of the bearer’s melee weapons instead.||
CD|Worthier Skulls|000009555002|0|Infernal Onslaught|000000954|false|The skulls of cowards who flee from battle have only so much value, and this entity will let them run in favour of hunting for more courageous prey.|Each time an enemy unit within Engagement Range of the bearer Falls Back, after that unit has moved, if the bearer is not within Engagement Range of one or more enemy units, it can make a Normal move of up to 6".||
CD|Swollen with Power|000011024002|10|Lords of the Warp|000001176|true|Unholy energies roll in waves through this captain of the daemonic legions, straining its corporeal shell with infernal might|LEGIONES DAEMONICA CHARACTER model only (excluding MONSTER units). This model has +2 <b>W</b>.||
CD|Inescapable Eye|000009810002|15|Scintillating Legion|000000998|false|This gem reveals the myriad paths of the future.|Legiones Daemonica Tzeentch model only. In your Command phase, if the bearer is on the battlefield, if your opponent has one or more Flux tokens, you gain one additional Flux token.||
CD|Slaughterthirst (Aura)|000009815002|25|Blood Legion|000000999|false|This servant of Khorne is a walking nexus of bloodthirst, its mere presence whetting the keen edges of daemonic blades and appetites alike for slaughter.|Legiones Daemonica Khorne model only. While a friendly <span class="kwb">LEGIONES</span> <span class="kwb">DAEMONICA</span> <span class="kwb">KHORNE</span> unit (excluding Monsters) is within 6" of the bearer, weapons equipped by models in that unit have the [LANCE] ability.||
CD|Spite Made Manifest|000009547002|0|Daemonic Incursion|000000953|false|Simply striking back at the invading daemons under such conditions is an invitation for their spite and hate to manifest in vicious arcs of lethal retributive power.|Each time an enemy unit is selected to fight, melee weapons equipped by models in that unit have the [HAZARDOUS] ability while targeting the bearer’s unit.||
CD|False Majesty (Aura)|000009806002|30|Legion of Excess|000000997|false|Dripping poisonous finery and stalking across the battlefield with regal arrogance, this daemon evokes in its fellows the jealous need to outshine its magnificence.|Legiones Daemonica Slaanesh model only. While a friendly <span class="kwb">LEGIONES</span> <span class="kwb">DAEMONICA</span> <span class="kwb">SLAANESH</span> unit (excluding Monsters) is within 6" of the bearer, each time a model in that unit makes a melee attack, add 1 to the Wound roll.||
CD|Leaping Shadows|000009980002|25|Shadow Legion|000001027|false|Seen only in flashes, this warrior traverses the darkness with supernatural speed and stealth, emerging where least expected.|Shadow Legion model only. Models in the bearer’s unit have the Scouts 9" ability.||
CD|Soul-Shattering Charge|000011020003|10|Cavalcade of Chaos|000001175|true|The impact of these terrifying riders is enough to blast the very soulstuff from the bodies of their victims, leaving even those foes that resist as hollow shells of their former might.|LEGIONES DAEMONICA MOUNTED unit only. When this unit is selected to fight, if this unit made a charge move this turn, you can use this ability. If you do, when determining which models in this unit can fight, friendly models that are within 3" of enemy units engaged with this unit can target those enemy units.||
CD|Soul-Hungry Slaughterers|000011028003|10|Warptide|000001177|true|Driven by the all‑consuming need to claim mortal souls and sustain their own corporeal manifestations, these daemons surge toward the enemy at every opportunity.|LEGIONES DAEMONICA BATTLELINE unit only. When you target this unit with the Heroic Intervention/Fire Overwatch <b>stratagem</b>, that use is -1 CP.||
CD|Unholy Fury|000009555003|0|Infernal Onslaught|000000954|false|So infused with hatred and warlike wrath is this daemon that it can sustain its corporeal shell through fury alone, even should it be terribly damaged.|If the bearer is destroyed by a melee attack and it has not fought this phase, roll one D6: on a 2+, do not remove it from play. Ure destroyed model can fight after the attacking unit has finished making its attacks, and is then removed from play.||
CD|Endless Gift|000009564003|0|Rotten and Rusted|000000955|false|Bounteous and repulsive layers of rancid flab boil from within this entity’s grotesque form, bolstering it against even the most dolorous blows.|Add 2 to the bearers Wounds characteristic.||
CD|Geller Breach|000009547003|0|Daemonic Incursion|000000953|false|Daemonic entities burst from rippling warp rents and directly into the heart of battle.|Al the start of the first battle round, the bearer’s unit can make a Normal move of up to 6".||
CD|Horrifying Visage|000009572003|0|Dread Carnival|000000956|false|This daemons alters its visage from alluring to repulsive at a whim, terrifying those who gaze upon it.|Once per battle round, when an enemy unit within 9" of the bearer attempts to perform a Tactical Manoeuvre or attempts to operate a Hatchway within 9" of the bearer, the bearer can use this ability. If it does, that enemy unit must take a Leadership test, subtracting I from the result: if failed, that unit fails to perform that Tactical Manoeuvre or to operate that Hatchway and, until the start of your opponent’s next turn, that unit cannot perform Tactical Manoeuvres or operate Hatchways.||
CD|Soulstealer|000008438003|15|Daemonic Incursion|000000779|false|This gluttonous blade gulps down the souls of its victims before invigorating the corporeal form of its wielder. Its greed stems from the starving Keeper of Secrets bound within – an arrogant entity that sought to devour enough Aeldari souls to challenge Slaanesh itself. As punishment for the daemon’s monstrous hubris, Slaanesh trapped it within Soulstealer, condemning the Keeper of Secrets to sustain other daemons with its frenzied appetite while retaining nothing for itself.|Slaanesh Legiones Daemonica model only. Each time the bearer destroys an enemy model with a melee attack, roll one D6, adding 1 to the result if the bearer is within your army’s Shadow of Chaos. On a 4+, the bearer regains 1 lost wound.||
CD|Fury’s Cage|000009815003|20|Blood Legion|000000999|false|The Bloodthirster bound within this weapon offers the wielder immense power but seeks every way to turn its towering wrath upon its jailer.|Legiones Daemonica Khorne Monster model only. Each time the bearer is selected to fight, it can use this Enhancement. If it does, the bearer suffers D3+1 mortal wounds, and until the end of the phase, each time it makes an attack, you can re-roll the Hit roll and you can re-roll the Wound roll.||
CD|Maggot Maws|000009819003|15|Plague Legion|000001000|false|This daemon’s flesh is pocked with foul mouths that mumble curses to rot the minds of all who hear them.|Legiones Daemonica Nurgle model only. In your Shooting phase, select one enemy unit within 6" of the bearer; that enemy unit must take a Battle-shock test. Then roll one D6: on a 3+, that enemy unit suffers D3 mortal wounds. Each time the bearer uses this Enhancement, no mortal wounds are inflicted by your army’s Daemonic Terror rule.||
CD|Dreaming Crown (Aura)|000009806003|30|Legion of Excess|000000997|false|This gilded circlet fills mortal minds with waking dreams potent enough to intoxicate and distract even the most disciplined or alien combatants, leaving them easy prey for the daemons of Slaanesh.|Legiones Daemonica Slaanesh model only. While a friendly <span class="kwb">LEGIONES</span> <span class="kwb">DAEMONICA</span> <span class="kwb">SLAANESH</span> unit (excluding Monsters) is within 6" of the bearer, each time a model in that unit makes a melee attack, add 1 to the Hit roll.||
CD|Mantle of Gloom (Aura)|000009980003|20|Shadow Legion|000001027|false|This warrior is mantled in the dread energies of the immaterium. With but a thought, they can extrude from their gloaming mantle coils of grasping darkness, the chill touch of which is enough to erode the confidence of even the mightiest champion.|Shadow Legion model only. While an enemy unit is within Engagement Range of the bearer’s unit, subtract 1 from the Objective Control characteristic of models in that enemy unit.||
CD|Mutagenic Flames|000009580003|0|Pandaemoniac Inferno|000000957|false|The warpflame of Tzeentch is fuelled by sanity and soulstuff, and cannot be easily extinguished. Worse, it does not merely burn its victims, but instead distorts and mutates them in ever more hideous ways.|In your Shooting phase, after the bearer has shot, select one enemy unit hit by one or more of those attacks. Until the start of your next Shooting phase, each time a model in that unit makes an attack, subtract 1 from the Hit roll.||
CD|Infernal Puppeteer|000009810003|20|Scintillating Legion|000000998|false|To this mighty entity, lesser daemons are but prisms through which its power shines.|LEGIONES DAEMONICA TZEENTCH MONSTER model only. In your Shooting phase, when this unit is selected to shoot, while an enemy unit is visible to a friendly <span class="kwb">LEGIONES</span> <span class="kwb">DAEMONICA</span> <span class="kwb">TZEENTCH</span> unit, that enemy unit has +9" detection range until this unit has shot.||
CD|Neverblade|000009810004|25|Scintillating Legion|000000998|false|This bizarre daemon weapon makes a mockery of even the most determined defence.|Legiones Daemonica Tzeentch Monster model only. Improve the Strength characteristic of melee weapons equipped by the bearer by 2, improve the Attacks and Armour Penetration characteristics of melee weapons equipped by the bearer by 1, and each time the bearer makes a melee attack, add 1 to the Hit roll.||
CD|The Endless Gift|000008438004|30|Daemonic Incursion|000000779|false|Only the most accomplished plague daemons are granted the Endless Gift. A disease of unutterable malignancy and repulsive beneficence, it changes form constantly from plague to infestation to malaise. The one constant is its ability to reknit its sufferer’s corporeal form from even the most catastrophic of wounds. One moment, infernal bacteria may multiply like wildfire until their gelid mass fills a fleshy rent with fresh daemon-flesh. The next, pestilential vapours may billow from the daemon’s yawning maw, veiling its ravaged bulk before tattering away to reveal a form healed of its recent hurts.|Nurgle Legiones Daemonica model only. The bearer has the Feel No Pain 5+ ability.||
CD|Avatar of Perfection|000009806004|15|Legion of Excess|000000997|false|This entity is the corporeal embodiment of selfish arrogance, fighting best when it fights alone.|Legiones Daemonica Slaanesh Monster model only. At the start of each phase, if there are no other friendly units within 6" of the bearer, you can: re-roll Advance rolls made for the bearer; re-roll Charge rolls made for the bearer; ignore any or all modifiers to its Move characteristic and to any Advance and/or Charge rolls made for the bearer.||
CD|Droning Shroud (Aura)|000009819004|35|Plague Legion|000001000|false|This sentient cowl of daemonic plague flies roars and whirls with cyclonic force, obscuring even the most hulking and bloated daemonic bearer.|Legiones Daemonica Nurgle Monster model only. While a friendly Legiones Daemonica Nurgle unit is within 6" of the bearer, that unit can only be targeted by a ranged attack if the attacking model is within 18".||
CD|Brazenmaw|000009815004|15|Blood Legion|000000999|false|This daemon’s maw and throat are forged from burning brass, transforming its war cries into a deafening clarion that calls the Blood Legion to war.|Legiones Daemonica Khorne model only. Add 2 to Charge rolls made for the bearer’s unit.||
CD|Fade to Darkness|000009980004|30|Shadow Legion|000001027|false|Having slaughtered their prey, this thrall of the Dark Master opens a twilit gate, returning to the gloom and preparing for their next assault.|Shadow Legion model only. At the end of the Fight phase, if the bearer’s unit destroyed one or more enemy units this phase and is not within Engagement Range of one or more enemy units, you can remove the bearer’s unit from the battlefield and place it into Strategic Reserves.||
CD|Soul Glutton|000009806005|10|Legion of Excess|000000997|false|This daemon lord guzzles souls, its bloated corporeality reknitting with each fresh morsel.|Legiones Daemonica Slaanesh Monster model only. At the end of the Fight phase, if one or more enemy models were destroyed this phase as a result of one or more of the bearer’s attacks, it can use this Enhancement. If it does, it regains up to D3 lost wounds.||
CD|Improbable Shield (Aura)|000009810005|30|Scintillating Legion|000000998|false|Complex convolutions of fate wind about this entity.|Legiones Daemonica Tzeentch model only. While a friendly Legiones Daemonica Tzeentch unit is within 6" of the bearer, models in that unit have the Feel No Pain 4+ ability against Psychic Attacks and mortal wounds.||
CD|The Everstave|000008438005|25|Daemonic Incursion|000000779|false|This staff blazes with vibrant warpflame. As soon as its master takes up the eldritch weapon, they too are wreathed in the same daemonic fire. From within this magenta inferno, the Everstave’s daemonic bearer hurls searing gouts of Tzeentch’s pink fire, turning armour to ash and immolating or irrevocably mutating the flesh beneath.|Tzeentch Legiones Daemonica model only. Add 1 to the Strength characteristic of the bearer’s ranged weapons and increase the Range characteristic of such weapons by 3". While the bearer is within your army’s Shadow of Chaos, add 2 to the Strength characteristic of the bearer’s ranged weapons and increase the Range characteristic of such weapons by 6" instead.||
CD|Malice Made Manifest|000009980005|25|Shadow Legion|000001027|false|This champion of Chaos weaponises their own twisted and blackened spirit, projecting talons wrought of concentrated madness and fury that rake through mind, body and soul.|Shadow Legion model only. At the start of the Fight phase, select one enemy unit within Engagement Range of the bearer’s unit and roll one D6: on a 2-5, that enemy unit suffers D3 mortal wounds; on a 6, that enemy unit suffers 3 mortal wounds.||
CD|Font of Spores (Aura)|000009819005|20|Plague Legion|000001000|false|This entity’s foul breath expels clouds of rust pox spores, which gnaw into all they settle upon.|Legiones Daemonica Nurgle Monster model only. While a friendly Legiones Daemonica Nurgle unit is within 6" of the bearer, improve the Armour Penetration characteristic of weapons equipped by models in that unit by 1.||
CD|Gateway Unto Damnation|000009815005|10|Blood Legion|000000999|false|Concealed within this daemon’s form is a portal into the depths of Khorne’s realm. Anointed with gore and thrown wide by the daemon’s corporeal demise, it expands like a bloody singularity to drag everything in reach into the screaming maelstrom of the Warp.|Legiones Daemonica Khorne Monster model only. The bearer’s Deadly Demise ability inflicts mortal wounds on a D6 roll of 2+ instead of on a 6. In addition, if the bearer has destroyed one or more enemy units this battle, the bearer has the Deadly Demise D3+3 ability, instead of any other Deadly Demise ability on its datasheet.||
CSM|Bastion Plate|000008976002|10|Fellhammer Siege-host|000000871|false|Despite the pits and dents that mar its surface, this suit of relic armour is as resilient as the walls of any grand bastion.|CHAOS LORD model only (excluding JUMP PACK models). Once per battle round, when a saving throw is failed for the bearer’s unit, you can change the Damage characteristic of that attack to 0.||
CSM|Weaponised Hatred|000010694002|35|Renegade Warband|000001134|false|This champion’s bitterness has been tempered like a blade, and is wielded with the brutal efficacy to match.|<span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> model only. Once per battle round, after your Vendetta target is destroyed, if the bearer is on the battlefield, you can select one enemy unit visible to the bearer. That enemy unit becomes your Vendetta target until you select a new one.||
CSM|Cursed Fang|000008964002|10|Deceptors|000000868|false|This xenos weapon is perfect in the hands of assassins.|HERETIC ASTARTES INFANTRY model only. Improve the  Armour Penetration characteristic of the bearer’s melee weapons by 1, and the bearer’s melee weapons  have the [PRECISION] ability.||
CSM|Forge’s Blessing|000008985002|20|Soulforged Warpack|000000873|false|Such is this warriors mastery of techno-sorcery, that they may temper armour with but a gesture.|<span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> model only. In your Command phase, select one friendly HERETIC ASTARTES VEHICLE unit within 12" of the bearer. Until the start of your next Command phase, that unit has the Feel No Pain 6+ ability.||
CSM|Shadowcowl Talisman|000010988002|20|Murdertalon Raiders|000001184|false|Worked with diabolical incantations of occlusion, wound about with subtle enchantments, this onyx disc draws a penumbral aura about the bearer that hides him from the eyes of his prey.|CHAOS LORD WITH JUMP PACK model only. This unit has 5+ InSv.||
CSM|Infernal Fulgurite|000010739002|20|Warpstrike Champions|000001141|false|This strange artefact was recovered from the storm-lashed daemon world of Utrexismia. A shard of warp lightning frozen forever in reality, it serves as a potent focus for teleportation.|<span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> model only (excluding Damned models). Once per battle, you can target the bearer’s unit with the Rapid Ingress Stratagem for 0CP, and can do so even if you have already targeted a different unit with that Stratagem this phase.||
CSM|Wyredjinn|000010743002|25|Cult of the Arkifane|000001142|false|A repulsive daemon imp of Vashtorr, this incorporeal data-familiar flits through vox-channels and sensor suites, stealing data for its master.|<span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> model only (excluding Damned models). At the start of your Command phase, if the bearer is on the battlefield, roll one D6, adding 1 to the result if the bearer is within range of an objective marker you control: on a 4+, you gain 1CP.||
CSM|Manifest Vengeance|000009520002|0|Champions of Chaos|000000948|false|A chosen warrior does not die easily, and rarely without striking a last spiteful blow at those who ended their path to glory.|When the bearer is destroyed, if it has not shot or fought this phase, roll one D6, adding 1 to the result if it was destroyed by a melee attack: on a 4+, do not remove it from play. The bearer can shoot or fight after the attacking unit has finished making its attacks, and is then removed from play.||
CSM|Eager for Vengeance|000008960002|20|Veterans of the Long War|000000867|false|The desire for vengeance and bloodshed has festered within this warriors’ heart for millennia. The opportunity to unleash it upon the foe is eagerly embraced.|HERETIC ASTARTES model only (excluding DAMNED models). The bearer’s unit is eligible to shoot and declare a charge in a turn in which it Fell Back. Each time a model in the bearer’s unit makes an attack that targets your focus of hatred, if the bearer’s unit Fell Back this turn, add 1 to the Hit roll, and each time you select your focus of hatred as a target of that unit’s charge, add 1 to the Charge roll.||
CSM|Voice of the Tyrant|000010688002|25|Huron’s Marauders|000001133|false|This champion is a valued commander, and speaks with the authority of Huron himself.|<span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> model only (excluding Damned models). The bearer’s unit has both abilities from the Tyrannical Motivation Detachment rule.||
CSM|Eye of Tzeentch|000008357002|15|Pactbound Zealots|000000751|false|No secret is safe from Tzeentch’s searching gaze. To those who bear his favour, priceless knowledge may be revealed.|Heretic Astartes Tzeentch model only. Each time the bearer’s unit makes a Dark Pact and does not fail the resulting Leadership test, if the result of that test was 8 or more, you gain 1CP.||
CSM|Despot’s Claim|000008968002|15|Renegade Raiders|000000869|false|This champion is a conqueror of worlds and will not rest until they have claimed their prize.|<span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> model only. At the start of your Command phase, if the bearer is on the battlefield, roll one D6, adding 1 to the result if the bearer is wholly within 12" of your opponent’s deployment zone: on a 5+, you gain 1 CP.||
CSM|Eater of Dread|000008972002|15|Dread Talons|000000870|false|As ripples of terror spread through the ranks of the enemy, so does this champion draw power from the fear of their victims.|<span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> model only. At the start of your Command phase, if the bearer is on the battlefield, roll one D6, adding 1 to the result for each Battle-shocked enemy unit that is on the battlefield: on a 5+, you gain 1CP.||
CSM|Touched by the Warp|000010151002|10|Cabal of Chaos|000001058|false|Saturated with empyric energies, this dark champion has spontaneously manifested the mutant powers of a true psyker.|HERETIC ASTARTES model only (excluding <span class="kwb">KHORNE</span> models).<br><ul><li>This model has <span class="kwb">PSYKER</span>.</li><li>This model’s weapons have [PSYCHIC].</li></ul>||
CSM|Rabble Rouser|000009512002|0|Underdeck Uprising|000000947|false|This warriors impassioned heretic oratory whips their dreg followers into a violent frenzy.|Once per turn, when a friendly CULTiST MOb or FELLGOR BEASTMEN unit within 6" of the bearer is selected to shoot or fight, the bearer can use this Enhancement. If it does, until the end of the phase, add 1 to the Attacks characteristic of weapons equipped by models in that friendly unit.||
CSM|Voice of the Octed|000009503002|0|Infernal Reavers|000000946|false|Voice booming out in fervent prayer to the Chaos Gods, this dark champion’s devotions are unusually fervent and potent.|Each time the bearer’s unit makes a Dark Pact, until the end of the phase, weapons equipped by models in that unit gain both abilities conferred by that Dark Pact (instead of only one).||
CSM|Surgical Precision|000009773002|10|Creations of Bile|000000991|false|A student of Fabius Bile’s dread craft, this champion of Chaos wields their weapons with the same precision a master chirurgeon would wield a scalpel.|<span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> model (excluding Damned models) only. The bearer’s melee weapons have the [PRECISION] ability.||
CSM|Pact of Destruction|000010984002|15|Devotees of Destruction|000001183|false|There are those daemonic entities within the Warp that are willing to offer their boons to any who will wreak wholesale devastation in their name, at least for as long as the carnage holds their capricious attention.|WARPSMITH model only.<br><ul><li>When this unit uses its Dark Pacts ability, this unit can re-roll Leadership rolls.</li><li>In your Shooting phase, when this unit has shot, if this unit used its <b>Dark Pacts</b> ability and if those attacks destroyed an enemy model, this unit heals 3 wounds</li></ul>||
CSM|Greyveil Hex|000010641002|25|Nightmare Hunt|000001122|false|Incised into this warrior’s battleplate is a runic curse which dims his form in the minds of his prey, until all they perceive is a mass of talons and shadow.|Chaos Lord model only. Models in the bearer’s unit have the Stealth ability.<br><br>While the bearer’s unit is within range of one or more objective markers you control, that unit can only be selected as the target of a ranged attack if the attacking model is within 18".||
CSM|Amulet of Tainted Vigour|000008981002|20|Chaos Cult|000000872|false|Containing the motive energy of Human sacrifices, this device can restore life to the fallen.|DARK APOSTLE model only. In your Command phase, you can return up to D3 destroyed DAMNED models (excluding <span class="kwb">CHARACTER</span> models) to the bearer’s unit.||
CSM|Eye of Abaddon|000008960003|15|Veterans of the Long War|000000867|false|The Warmaster observes all. He bestows his favour only upon those who slaughter his most hated enemies.|HERETIC ASTARTES model only (excluding DAMNED models). While the bearer is on the battlefield, each time your focus of hatred is destroyed, roll one D6: on a 4+, you gain 1CP.||
CSM|Falsehood|000008964003|10|Deceptors|000000868|false|This leader conceals their presence upon the battlefield.|CHAOS LORD model only (excluding TERMINATOR and JUMP PACK models). In the Declare Battle Formations step, you can set the bearer up in Reserves instead of setting it up on the battlefield. If you do, in one of your Movement phases, you can select one model in a friendly LEGIONARIES or CHOSEN unit that has two or more models remaining and is on the battlefield (excluding Attached units). The selected model is destroyed (ignoring any rules that are triggered when a model is destroyed) and the bearer is set up as close as  possible to where that model was destroyed and only within Engagement Range of any enemy units if the destroyed model was within Engagement Range of those units. The bearer now attaches to that unit as its Leader.||
CSM|Conduit of Chaos|000010151003|20|Cabal of Chaos|000001058|false|Like a lightning rod, this blessed fiend attracts the arcane energies of the Warp, unleashing them in a crackling storm of mutating horror as it plunges into the foe|HERETIC ASTARTES DAEMON model only (excluding <span class="kwb">KHORNE</span> models). This model’s melee attacks have [LANCE].||
CSM|Pact of Cursed Pinions|000010988003|20|Murdertalon Raiders|000001184|false|Sharing their mortal frame with a predatory possessor daemon lends this dark champion additional might and swiftness, though it may yet damn them for eternity.|CHAOS LORD WITH JUMP PACK model only.<br><ul><li>This model has <span class="kwb">DAEMON</span>.</li><li>This model’s melee attacks have +1 <b>A</b>.</li></ul>|<span class="kwb">LEADER:</span> <a class="kwbOne" href="/wh40k11ed/factions/chaos-space-marines/Warp-Talons"><span class="kwb kwbo">WARP</span> <span class="kwb kwbo">TALONS</span></a>|
CSM|Dark Majesty|000009520003|0|Champions of Chaos|000000948|false|The unholy power of this warrior radiates from them in a dark and malevolent nimbus that disorientates and dismays the foe.|Each time the bearer ends a Charge move, select one enemy unit within Engagement Range of it. Until the start of your next Charge phase, that enemy unit is stunned. While a unit is stunned, each time a model in that unit makes an attack, subtract 1 from the Hit roll.||
CSM|Iron Artifice|000008976003|10|Fellhammer Siege-host|000000871|false|Forged in baleflame and witchfire, the bearer’s weapons are redolent with the entropic power of the immaterium.|HERETIC ASTARTES INFANTRY model only. The bearers weapons have the [ANTI-VEHICLE 4+] and [ANTI-FORTIFICATION 4+] abilities.||
CSM|Eye of the Warp|000010739003|15|Warpstrike Champions|000001141|false|This burning gem allows its bearer to see through the veil between realspace and the Warp, and so to react instantly upon piercing that veil.|<span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> model with the Deep Strike ability only. Each time the bearer’s unit is set up on the battlefield, until the end of the turn, you can re-roll Charge rolls made for that unit.||
CSM|Vox Malevolus|000009512003|0|Underdeck Uprising|000000947|false|This grotesque biomechanoid helm amplifies its wearer’s words through a daemonic grille-maw that fills their followers with supernatural aggression and urgency.|In the first battle round, if the bearer is on the battlefield, you can re-roll Advance rolls made for <span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> units from your army.||
